ббб		0.0000004701		8
ббв		0.0000004701		8
ббк		0.0000001763		3
ббл		0.0000028793		49
ббм		0.0000011752		20
ббп		0.0000001763		3
ббр		0.0000254435		433
ббс		0.0000140439		239
бвб		0.0000002350		4
бвг		0.0000004113		7
бвк		0.0000003526		6
бвл		0.0000001763		3
бвр		0.0000003526		6
бвс		0.0000029968		51
бвт		0.0000019979		34
бгд		0.0000014103		24
бгл		0.0000218004		371
бгр		0.0000116935		199
бгс		0.0000001763		3
бгт		0.0000005876		10
бдд		0.0000462450		787
бдж		0.0000002350		4
бдк		0.0000002350		4
бдн		0.0000002938		5
бдп		0.0000001763		3
бдр		0.0000105770		180
бдт		0.0000143965		245
бдь		0.0000002350		4
бзв		0.0000161005		274
бзд		0.0000045246		77
бзк		0.0000011752		20
бзн		0.0000001763		3
бзр		0.0000001763		3
бкд		0.0000020566		35
бкз		0.0000004701		8
бкл		0.0000296156		504
бкм		0.0000005288		9
бкн		0.0000111058		189
бкп		0.0000015865		27
бкр		0.0000168057		286
бкт		0.0000005876		10
бкх		0.0000004113		7
блв		0.0000005876		10
блг		0.0000004113		7
блд		0.0000048772		83
блз		0.0000002938		5
блк		0.0000040545		69
блм		0.0000001763		3
блп		0.0000007639		13
блр		0.0000007639		13
блс		0.0000062287		106
блф		0.0000003526		6
бль		0.0006320340		10756
бмв		0.0000312021		531
бмд		0.0000009989		17
бмз		0.0000002938		5
бмк		0.0000028205		48
бмп		0.0000194499		331
бмс		0.0000002350		4
бмш		0.0000008227		14
бнд		0.0000003526		6
бнн		0.0000002350		4
бнф		0.0000018804		32
бнх		0.0000004113		7
бпк		0.0000014690		25
бпл		0.0000012340		21
бпр		0.0000061699		105
бпс		0.0000004113		7
бпт		0.0000002938		5
бпф		0.0000001763		3
брж		0.0000035844		61
брк		0.0000001763		3
брм		0.0000005288		9
брн		0.0000055235		94
брр		0.0000193912		330
брс		0.0000001763		3
брт		0.0000004701		8
бръ		0.0000002350		4
брь		0.0003043235		5179
бсб		0.0000138088		235
бсв		0.0000012340		21
бсг		0.0000004701		8
бсд		0.0000020566		35
бсз		0.0000001763		3
бск		0.0004211993		7168
бсл		0.0007570775		12884
бсм		0.0000085204		145
бсн		0.0000006464		11
бсп		0.0000006464		11
бср		0.0000013515		23
бст		0.0030391809		51721
бсц		0.0000122811		209
бсч		0.0000213303		363
бтв		0.0000006464		11
бтд		0.0000005288		9
бтк		0.0000002938		5
бтм		0.0000006464		11
бтр		0.0000529437		901
бтс		0.0000012340		21
бть		0.0000003526		6
бфл		0.0000010577		18
бхв		0.0001387349		2361
бхл		0.0000007051		12
бхф		0.0000002938		5
бцж		0.0000005288		9
бцз		0.0000005288		9
бчж		0.0000001763		3
бчн		0.0000008227		14
бшк		0.0000012340		21
бшл		0.0000203901		347
бшм		0.0000007051		12
бшт		0.0000022917		39
бщн		0.0001917373		3263
бьр		0.0000002350		4
бьс		0.0000061699		105
бьт		0.0000100481		171
бьш		0.0000012340		21
вбб		0.0000015278		26
вбд		0.0000008227		14
вбк		0.0000004701		8
вбл		0.0002667165		4539
вбн		0.0000003526		6
вбр		0.0000386060		657
вбс		0.0000002350		4
вбь		0.0000001763		3
ввб		0.0000005876		10
ввв		0.0000013515		23
ввд		0.0000011752		20
ввж		0.0000002938		5
ввз		0.0000013515		23
ввк		0.0000002938		5
ввл		0.0000019979		34
ввн		0.0000004701		8
ввп		0.0001224581		2084
ввр		0.0000289692		493
ввс		0.0001457862		2481
ввт		0.0000088142		150
ввц		0.0000126924		216
вгв		0.0000073451		125
вгд		0.0000002350		4
вгз		0.0000005288		9
вгк		0.0000031143		53
вгл		0.0003418131		5817
вгн		0.0000001763		3
вгп		0.0000046421		79
вгр		0.0000866726		1475
вгс		0.0000421904		718
вгф		0.0000003526		6
вдв		0.0006674082		11358
вдд		0.0000008227		14
вдж		0.0000004113		7
вдк		0.0000011165		19
вдп		0.0000004701		8
вдр		0.0062418939		106225
вдс		0.0000007051		12
вдш		0.0000001763		3
вжд		0.0000005288		9
вжж		0.0000007639		13
вжп		0.0000002938		5
взб		0.0004242549		7220
взв		0.0013483314		22946
взг		0.0001180510		2009
взд		0.0024885898		42351
взж		0.0000001763		3
взз		0.0000003526		6
взл		0.0005093997		8669
взм		0.0004407667		7501
взн		0.0002421543		4121
взр		0.0019269515		32793
взс		0.0000001763		3
взъ		0.0000635795		1082
вкб		0.0000011165		19
вкв		0.0000006464		11
вкг		0.0000001763		3
вкк		0.0000007639		13
вкл		0.0023471519		39944
вкн		0.0000894343		1522
вкп		0.0000759781		1293
вкр		0.0002415080		4110
вкс		0.0000201550		343
вкт		0.0000091667		156
вкх		0.0000006464		11
влк		0.0000005288		9
влр		0.0000008814		15
влт		0.0000020566		35
влф		0.0000001763		3
вль		0.0000894343		1522
вмб		0.0000054648		93
вмг		0.0000004113		7
вмз		0.0000018216		31
вмк		0.0000011165		19
вмн		0.0000001763		3
вмп		0.0000029381		50
вмс		0.0000418379		712
вмт		0.0000002350		4
вмф		0.0000261487		445
вмц		0.0000001763		3
внд		0.0000003526		6
внз		0.0000001763		3
внк		0.0000042308		72
внп		0.0000054060		92
внр		0.0000024680		42
впб		0.0000005876		10
впв		0.0000008814		15
впг		0.0000233869		398
впд		0.0000002938		5
впк		0.0000287929		490
впл		0.0005578775		9494
впн		0.0000009989		17
впп		0.0000040545		69
впр		0.0038736468		65922
впс		0.0000019391		33
впч		0.0000022917		39
впш		0.0000022917		39
врд		0.0000016453		28
врз		0.0000001763		3
врк		0.0000002938		5
врл		0.0000001763		3
врн		0.0000001763		3
врп		0.0000207427		353
врс		0.0000001763		3
врч		0.0000002350		4
врш		0.0000001763		3
врщ		0.0000004113		7
всб		0.0000001763		3
всв		0.0000017628		30
всд		0.0000015865		27
всз		0.0000008814		15
вск		0.0191950651		326663
всл		0.0021151632		35996
всм		0.0002140666		3643
всн		0.0000014690		25
всп		0.0051431796		87527
вср		0.0000074039		126
всс		0.0000015278		26
вст		0.0052251512		88922
всх		0.0000948991		1615
всц		0.0000005876		10
всч		0.0000006464		11
всь		0.0000014690		25
втб		0.0000067575		115
втг		0.0000004113		7
втд		0.0000004113		7
втз		0.0000003526		6
втк		0.0000003526		6
втп		0.0000006464		11
втр		0.0030822528		52454
втс		0.0000071101		121
втф		0.0000003526		6
втц		0.0000005288		9
вфп		0.0000011165		19
вфр		0.0000256786		437
вфс		0.0000002938		5
вхн		0.0000001763		3
вцг		0.0000001763		3
вцс		0.0000012927		22
вчк		0.0000259724		442
вчп		0.0000007051		12
вчр		0.0000003526		6
вчс		0.0000002938		5
вшк		0.0000016453		28
вшн		0.0000001763		3
вшп		0.0000002350		4
вшр		0.0000001763		3
вшт		0.0000021154		36
във		0.0000002938		5
вън		0.0000001763		3
вьй		0.0000002350		4
вьс		0.0000335526		571
вьт		0.0005985989		10187
гбл		0.0000001763		3
гбр		0.0000014103		24
гбс		0.0000007639		13
гбь		0.0000042896		73
гвг		0.0000002350		4
гвк		0.0000014103		24
гвл		0.0000008814		15
гвм		0.0000001763		3
гвп		0.0000093430		159
гвр		0.0000009989		17
гвс		0.0000007051		12
гвт		0.0000015865		27
гвф		0.0000012340		21
гвь		0.0000079915		136
ггг		0.0000008227		14
ггк		0.0000012927		22
ггл		0.0000270889		461
ггп		0.0000016453		28
ггр		0.0000035844		61
ггс		0.0000069338		118
ггц		0.0000032906		56
гдж		0.0000007639		13
гдл		0.0000041133		70
гдп		0.0000010577		18
гдр		0.0000618754		1053
гдс		0.0000003526		6
гдт		0.0000044071		75
гжд		0.0000053473		91
гжк		0.0000002938		5
гжс		0.0000016453		28
гжх		0.0000001763		3
гзг		0.0000001763		3
гзл		0.0000014103		24
гзн		0.0000002350		4
гзс		0.0000096956		165
гзт		0.0000012927		22
гкб		0.0000007639		13
гкв		0.0000008227		14
гкг		0.0000003526		6
гкд		0.0000001763		3
гкж		0.0000002350		4
гкз		0.0000006464		11
гкй		0.0000001763		3
гкл		0.0000006464		11
гкм		0.0000026442		45
гкп		0.0000028205		48
гкр		0.0000017628		30
гкс		0.0000005876		10
глб		0.0000001763		3
глп		0.0000001763		3
глр		0.0000006464		11
глт		0.0000005288		9
глф		0.0000003526		6
гль		0.0000056998		97
