бвск		0.0000012319		3
бвшд		0.0000020531		5
бгкп		0.0000012319		3
бдпс		0.0000012319		3
бжзц		0.0000016425		4
бжрк		0.0000020531		5
блдр		0.0000049274		12
блпк		0.0000028743		7
блпл		0.0000012319		3
блпр		0.0000073911		18
бльв		0.0000020531		5
бльд		0.0000258690		63
бльт		0.0000131398		32
бльш		0.0000012319		3
бмрт		0.0000020531		5
бмтв		0.0000012319		3
бпск		0.0000032850		8
брдз		0.0000028743		7
брдм		0.0000045168		11
брлс		0.0000061593		15
брмп		0.0000024637		6
брпл		0.0000016425		4
бррр		0.0000340814		83
брсд		0.0000049274		12
брск		0.0000024637		6
бртд		0.0000045168		11
брчк		0.0000020531		5
бсдг		0.0000020531		5
бсдп		0.0000024637		6
бссн		0.0000012319		3
бсср		0.0000349026		85
бств		0.0446626475		108769
бстг		0.0000012319		3
бстр		0.0032537471		7924
бтбр		0.0000020531		5
бтрз		0.0000012319		3
бтск		0.0000065699		16
бфпг		0.0000057487		14
бхсс		0.0000480425		117
бцбк		0.0000065699		16
бцвм		0.0000028743		7
бълг		0.0000028743		7
вбкв		0.0000053381		13
вбрр		0.0000049274		12
вввв		0.0000012319		3
вврс		0.0000012319		3
вгвз		0.0000016425		4
вглт		0.0000024637		6
вгнк		0.0000057487		14
вгск		0.0000012319		3
вгсч		0.0000098549		24
вгтз		0.0000016425		4
вдбр		0.0000032850		8
вднх		0.0001917592		467
взбл		0.0000340814		83
взбр		0.0002512990		612
взгл		0.0335225467		81639
взгр		0.0002032565		495
вздв		0.0000082124		20
вздр		0.0040166777		9782
вззз		0.0000020531		5
вквс		0.0000505062		123
вквш		0.0000049274		12
вкнн		0.0000016425		4
вкпб		0.0000086230		21
вксм		0.0000024637		6
вкфк		0.0000036956		9
влзн		0.0000028743		7
влък		0.0000020531		5
вльц		0.0000012319		3
вльш		0.0000053381		13
вмпс		0.0000036956		9
вмсб		0.0000020531		5
вмцг		0.0000020531		5
внрз		0.0000012319		3
внтк		0.0000024637		6
внчс		0.0000012319		3
впкт		0.0000016425		4
впмд		0.0000012319		3
впсп		0.0000024637		6
вргс		0.0000028743		7
врмб		0.0000016425		4
врск		0.0000693947		169
врхл		0.0000012319		3
врцд		0.0000012319		3
всгк		0.0000012319		3
всжд		0.0000020531		5
вскб		0.0000094442		23
вскг		0.0000012319		3
вскл		0.0003847503		937
вскм		0.0000065699		16
вскн		0.0000053381		13
вскр		0.0062327899		15179
всмп		0.0000205310		50
вснп		0.0000049274		12
вснх		0.0000960849		234
вснц		0.0000016425		4
вспк		0.0000012319		3
вспл		0.0025602112		6235
вспр		0.0001983291		483
всрм		0.0000016425		4
всрп		0.0000028743		7
вссп		0.0000020531		5
вств		0.0931005286		226732
встр		0.0618084658		150525
всфк		0.0000012319		3
всхв		0.0000143717		35
всхл		0.0013176772		3209
всхп		0.0000020531		5
всхр		0.0001297557		316
всхс		0.0000032850		8
втсв		0.0000016425		4
втсп		0.0000073911		18
вфнр		0.0000020531		5
вхск		0.0000016425		4
вцхт		0.0000016425		4
вшзл		0.0000012319		3
въпр		0.0000016425		4
вьсь		0.0000098549		24
гбцг		0.0000012319		3
гвмб		0.0000061593		15
ггдр		0.0000012319		3
ггтп		0.0000024637		6
гзкр		0.0000045168		11
гквс		0.0000012319		3
гккн		0.0000012319		3
гкнт		0.0000053381		13
гкпн		0.0000020531		5
гкпч		0.0000012319		3
гкрф		0.0000135504		33
гкчп		0.0000940318		229
глпс		0.0000385982		94
глтд		0.0000016425		4
гмбх		0.0000102655		25
гмпр		0.0000094442		23
гнкм		0.0000069805		17
гнкс		0.0000266903		65
гнпз		0.0000016425		4
гнпп		0.0000053381		13
гнпц		0.0000012319		3
гнтп		0.0000012319		3
гпкд		0.0000197097		48
гпнг		0.0000032850		8
гптп		0.0000045168		11
грвз		0.0000242265		59
гржт		0.0000041062		10
гркц		0.0000020531		5
грнт		0.0000036956		9
гррр		0.0000036956		9
грск		0.0000082124		20
гсвг		0.0000045168		11
гсдр		0.0000012319		3
гскб		0.0000065699		16
гспк		0.0000012319		3
гспп		0.0000020531		5
гспс		0.0000065699		16
гсср		0.0000036956		9
гств		0.0015529621		3782
гтбр		0.0000012319		3
гтрк		0.0000353133		86
гхцг		0.0000020531		5
гцгт		0.0000012319		3
гцкз		0.0000156035		38
гцрр		0.0000016425		4
гшпр		0.0000032850		8
двгт		0.0000012319		3
двжд		0.0000028743		7
двзв		0.0000073911		18
двзд		0.0000735008		179
двкд		0.0000041062		10
двмп		0.0000032850		8
двнц		0.0000098549		24
двпр		0.0000016425		4
дгтф		0.0000012319		3
дгцс		0.0000069805		17
ддрв		0.0000016425		4
дждж		0.0000012319		3
джск		0.0000845876		206
джст		0.0000069805		17
дздс		0.0000016425		4
дззз		0.0000028743		7
дзьб		0.0000012319		3
дзьк		0.0000045168		11
дксм		0.0000012319		3
дммс		0.0000012319		3
дмьд		0.0000016425		4
днтф		0.0000024637		6
дпнт		0.0000016425		4
дппт		0.0000041062		10
дррр		0.0000024637		6
дрск		0.0000073911		18
дрст		0.0000012319		3
дсбр		0.0000016425		4
дсвр		0.0000045168		11
дскл		0.0000053381		13
дслц		0.0000176566		43
дспр		0.0000012319		3
дств		0.1087685282		264889
дстр		0.0020066964		4887
дтск		0.0002985202		727
дцгб		0.0000024637		6
дцзн		0.0000024637		6
дцтф		0.0000012319		3
дшмг		0.0000012319		3
държ		0.0000020531		5
дьмь		0.0000090336		22
ждьш		0.0000012319		3
жмнп		0.0000032850		8
жмпс		0.0000016425		4
жррр		0.0000012319		3
жрфх		0.0000028743		7
жскв		0.0000049274		12
жств		0.0000176566		43
жстр		0.0000106761		26
жхгв		0.0000160142		39
звзв		0.0000168354		41
звзд		0.0000016425		4
звзр		0.0000041062		10
здрж		0.0000032850		8
здск		0.0000012319		3
здьм		0.0000012319		3
зжгл		0.0000028743		7
зззз		0.0000012319		3
зйрн		0.0000053381		13
зкрс		0.0000020531		5
змкб		0.0000049274		12
змск		0.0000057487		14
знгн		0.0000045168		11
зньм		0.0000061593		15
зппп		0.0000020531		5
зпрк		0.0000036956		9
зрбр		0.0000053381		13
зргм		0.0000012319		3
зрдн		0.0000439363		107
зрпк		0.0000028743		7
зрхх		0.0000045168		11
зсмк		0.0000192991		47
зспр		0.0000016425		4
зсср		0.0000164248		40
зстр		0.0000242265		59
зтьс		0.0000127292		31
йбгв		0.0000016425		4
йбшт		0.0000020531		5
йгзн		0.0000053381		13
йгль		0.0000016425		4
йгск		0.0000624141		152
йдск		0.0000188885		46
йдсх		0.0000016425		4
йдтк		0.0000057487		14
йздр		0.0000147823		36
йкбр		0.0000217628		53
йкшс		0.0000094442		23
йлбл		0.0000012319		3
йлбр		0.0000012319		3
йлгъ		0.0000012319		3
йлтр		0.0000012319		3
йльд		0.0001564459		381
йльм		0.0000012319		3
йльн		0.0000045168		11
йльс		0.0000234053		57
ймбр		0.0000032850		8
ймск		0.0000295646		72
ймст		0.0000012319		3
йнбр		0.0000053381		13
йнгл		0.0001346831		328
йндж		0.0000529699		129
йндл		0.0000422938		103
йндр		0.0000028743		7
йндх		0.0000061593		15
йндш		0.0000049274		12
йнсб		0.0000041062		10
йнсд		0.0000911575		222
йнск		0.0001207221		294
йнсл		0.0000032850		8
йнсп		0.0000012319		3
йнст		0.0000024637		6
йнтб		0.0000225841		55
йнтл		0.0000024637		6
йнтр		0.0000020531		5
йнфр		0.0000041062		10
йншм		0.0000020531		5
йншт		0.0006286581		1531
йпсл		0.0000020531		5
йпфр		0.0000410619		100
йркр		0.0000024637		6
йрнх		0.0000045168		11
йрск		0.0000028743		7
йсбл		0.0000012319		3
йсбр		0.0000020531		5
йсск		0.0000036956		9
йссл		0.0000012319		3
йссн		0.0000012319		3
йств		0.1460934093		355788
йстр		0.0000583079		142
йстч		0.0000041062		10
йтбл		0.0000045168		11
йтбр		0.0000012319		3
йтлс		0.0000016425		4
йтск		0.0000271009		66
йтсм		0.0000012319		3
йтцф		0.0000012319		3
йтчл		0.0000012319		3
йтшп		0.0000012319		3
йфск		0.0000036956		9
йфьт		0.0000020531		5
йхбр		0.0000012319		3
йхсб		0.0000061593		15
йхсв		0.0000307964		75
йхск		0.0000574867		140
йхсл		0.0000069805		17
йхсм		0.0000377770		92
йхср		0.0000028743		7
йхсс		0.0000229947		56
йхст		0.0001724601		420
йхсф		0.0000681628		166
йхтв		0.0000767858		187
йшнз		0.0000069805		17
йшнл		0.0000114973		28
йштр		0.0000020531		5
кввк		0.0000020531		5
квдп		0.0000049274		12
квжд		0.0000554336		135
квтс		0.0000061593		15
квтч		0.0000036956		9
кгпн		0.0000024637		6
кгпт		0.0000078018		19
кгхм		0.0000020531		5
кднк		0.0000431150		105
кзгс		0.0000036956		9
ккгл		0.0000767858		187
ккск		0.0000201203		49
клвт		0.0000028743		7
клгр		0.0000020531		5
клмн		0.0000012319		3
кльб		0.0000188885		46
кльн		0.0000036956		9
кммп		0.0000020531		5
кндр		0.0001441274		351
кннк		0.0000032850		8
кнпд		0.0000024637		6
кнсд		0.0000041062		10
кпвт		0.0000016425		4
кпгб		0.0000036956		9
кпкб		0.0000012319		3
кпкг		0.0000024637		6
кпрф		0.0009349801		2277
кпсс		0.0014847993		3616
кптс		0.0000020531		5
крвб		0.0000057487		14
крмб		0.0000098549		24
крнс		0.0000119080		29
кррр		0.0000057487		14
крст		0.0000073911		18
кртг		0.0000053381		13
кртд		0.0000082124		20
кртр		0.0000012319		3
ксбр		0.0000078018		19
ксдг		0.0000049274		12
ксжф		0.0000032850		8
кскв		0.0000032850		8
кскл		0.0002981096		726
кскр		0.0000620035		151
кспд		0.0000020531		5
кспл		0.0042922032		10453
кспм		0.0000016425		4
кспн		0.0000012319		3
кспр		0.0011209906		2730
кссб		0.0000012319		3
ксср		0.0000020531		5
кств		0.0000020531		5
кстг		0.0000041062		10
кстн		0.0000373664		91
кстр		0.0029519419		7189
кхск		0.0000069805		17
кцбк		0.0000020531		5
кцср		0.0000012319		3
кшск		0.0000176566		43
кштр		0.0000012319		3
лвзв		0.0000016425		4
лвтс		0.0000049274		12
лггт		0.0000012319		3
лгск		0.0000094442		23
лдбл		0.0000012319		3
лдпр		0.0001695858		413
лдск		0.0000016425		4
лдсм		0.0000057487		14
лдсп		0.0000012319		3
лжск		0.0011719074		2854
лкрд		0.0000020531		5
лкск		0.0000041062		10
лксм		0.0000147823		36
лксн		0.0000225841		55
лкст		0.0000012319		3
ллбр		0.0000127292		31
ллнз		0.0000156035		38
ллпр		0.0000024637		6
ллск		0.0000012319		3
ллсл		0.0000020531		5
ллст		0.0000106761		26
лльб		0.0000036956		9
лльв		0.0000057487		14
лльд		0.0000032850		8
лльм		0.0000041062		10
лльн		0.0001186690		289
лльс		0.0000283327		69
лльщ		0.0000036956		9
лмгн		0.0000016425		4
лмск		0.0001096353		267
лмсл		0.0000012319		3
лмст		0.0000020531		5
лпкч		0.0000016425		4
лссп		0.0000065699		16
лсср		0.0000012319		3
лств		0.0000771964		188
лстр		0.0000886938		216
лсть		0.0000147823		36
лткр		0.0000016425		4
лтск		0.0000012319		3
лтфл		0.0000229947		56
лхбц		0.0000012319		3
лъск		0.0000012319		3
льбв		0.0000032850		8
льбл		0.0000082124		20
льбр		0.0003145344		766
льгв		0.0000086230		21
льгр		0.0000418832		102
льдб		0.0000936212		228
льдв		0.0000114973		28
льдг		0.0000147823		36
льдж		0.0001359150		331
льдз		0.0000032850		8
льдк		0.0000028743		7
льдм		0.0007584138		1847
льдн		0.0000151929		37
льдп		0.0000016425		4
льдр		0.0000065699		16
льдс		0.0000928000		226
льдт		0.0002570477		626
льдф		0.0003822865		931
льдх		0.0000090336		22
льдц		0.0000209416		51
льдш		0.0010306544		2510
льдъ		0.0002365167		576
льдь		0.0000673416		164
льжб		0.0000016425		4
льзк		0.0009440137		2299
льзн		0.0023803599		5797
льзь		0.0004011750		977
лькв		0.0000012319		3
лькл		0.0009472987		2307
лькм		0.0000057487		14
лькн		0.0028895278		7037
лькр		0.0000156035		38
лькс		0.0000016425		4
лькш		0.0000012319		3
льмб		0.0000094442		23
льмг		0.0000923893		225
льмм		0.0000024637		6
льмн		0.0000012319		3
льмс		0.0000127292		31
льмь		0.0000032850		8
льнг		0.0000012319		3
льпл		0.0000082124		20
льпр		0.0000192991		47
льпт		0.0020510433		4995
льпф		0.0000225841		55
льпь		0.0000082124		20
льсб		0.0000160142		39
льсв		0.0000156035		38
льсг		0.0000143717		35
льск		0.0436389737		106276
льсл		0.0000205310		50
льсм		0.0000086230		21
льсн		0.0002044884		498
льсс		0.0000012319		3
льст		0.0019225194		4682
льсх		0.0000045168		11
льсц		0.0000032850		8
льсь		0.0000016425		4
льтб		0.0000603610		147
льтв		0.0000016425		4
льтг		0.0000041062		10
льтд		0.0000172460		42
льтк		0.0000776070		189
льтл		0.0000041062		10
льтм		0.0001342725		327
льтн		0.0002615645		637
льтп		0.0000156035		38
льтр		0.0028340942		6902
льтс		0.0000307964		75
льтт		0.0000135504		33
льтф		0.0001630159		397
льтц		0.0000073911		18
льтш		0.0000891044		217
льть		0.0000041062		10
льфг		0.0000739115		180
льфз		0.0000012319		3
льфк		0.0000069805		17
льфл		0.0000073911		18
льфм		0.0000123186		30
льфр		0.0006713625		1635
льфс		0.0000049274		12
льфт		0.0000184779		45
льфф		0.0000032850		8
льфш		0.0000012319		3
льфь		0.0000246372		60
льхн		0.0000012319		3
льхр		0.0000114973		28
льцб		0.0000632354		154
льцв		0.0000221734		54
льцг		0.0000373664		91
льцз		0.0000012319		3
льцм		0.0001576778		384
льцн		0.0000012319		3
льцф		0.0000094442		23
льцх		0.0000020531		5
льчж		0.0000036956		9
льчь		0.0000012319		3
льшб		0.0000328495		80
льшв		0.0000016425		4
льшл		0.0000045168		11
льшн		0.0000094442		23
льшп		0.0000172460		42
льшт		0.0015155957		3691
льшф		0.0000127292		31
льшь		0.0002348742		572
мблд		0.0000509168		124
мбль		0.0003629874		884
мбрр		0.0000139611		34
мбск		0.0000656991		160
мвзв		0.0000706265		172
мвпд		0.0000061593		15
мвшс		0.0000020531		5
мгбн		0.0000041062		10
мгзп		0.0000016425		4
мгнк		0.0000065699		16
мгпп		0.0000250478		61
мгтс		0.0000377770		92
мгфс		0.0000016425		4
мдкз		0.0000041062		10
мдск		0.0000028743		7
мздр		0.0000509168		124
мккн		0.0000016425		4
мкнр		0.0000036956		9
мкпп		0.0000012319		3
мкрт		0.0000069805		17
мкст		0.0000094442		23
мктл		0.0000024637		6
млрд		0.0026357651		6419
мльс		0.0000069805		17
ммвб		0.0000435256		106
ммдц		0.0000016425		4
ммзр		0.0000032850		8
ммкб		0.0000065699		16
ммкв		0.0000024637		6
ммкф		0.0000160142		39
ммлф		0.0000028743		7
мммз		0.0000012319		3
мммм		0.0000172460		42
ммпп		0.0000201203		49
ммск		0.0000012319		3
ммфб		0.0000036956		9
ммфр		0.0000069805		17
ммхп		0.0000041062		10
ммшт		0.0000012319		3
мнвк		0.0000307964		75
мнгк		0.0000024637		6
мнгр		0.0000036956		9
мндж		0.0000012319		3
мнзк		0.0000045168		11
мнлз		0.0000603610		147
мнпз		0.0000065699		16
мнпк		0.0000057487		14
мнрп		0.0000119080		29
мнтк		0.0000057487		14
мнтп		0.0000016425		4
мнтц		0.0000143717		35
мпжх		0.0000012319		3
мпль		0.0000098549		24
мпст		0.0000012319		3
мптр		0.0000209416		51
мпфл		0.0000369557		90
мрлд		0.0000012319		3
мрмт		0.0000012319		3
мрнк		0.0000628247		153
мрск		0.0000123186		30
мрсс		0.0000012319		3
мскб		0.0000012319		3
мскв		0.0000012319		3
мскг		0.0000012319		3
мскн		0.0000073911		18
мскш		0.0000016425		4
мспб		0.0000012319		3
мссб		0.0000020531		5
мсск		0.0000024637		6
мсср		0.0000012319		3
мств		0.0168021300		40919
мстп		0.0000090336		22
мстр		0.0000792495		193
мтвк		0.0000032850		8
мткц		0.0000028743		7
мтлб		0.0000061593		15
мтлц		0.0000028743		7
мтпп		0.0000012319		3
мтрк		0.0000020531		5
мтск		0.0000250478		61
мфпг		0.0000012319		3
мфсд		0.0000012319		3
мфтс		0.0000020531		5
мхбр		0.0000012319		3
мцкр		0.0000020531		5
мцст		0.0000028743		7
мшпз		0.0000024637		6
мшшс		0.0000016425		4
нвдт		0.0000016425		4
нвзв		0.0000053381		13
нвфб		0.0000045168		11
нгбр		0.0000036956		9
нгдж		0.0000024637		6
нгкл		0.0000012319		3
нгкм		0.0000102655		25
нглв		0.0000016425		4
нгль		0.0000578973		141
нгмт		0.0000045168		11
нгпр		0.0000032850		8
нгсб		0.0000012319		3
нгсг		0.0000036956		9
нгсд		0.0000151929		37
нгск		0.0001006017		245
нгсл		0.0000028743		7
нгсм		0.0000529699		129
нгсп		0.0000365451		89
нгст		0.0001868318		455
нгфр		0.0000143717		35
нгфь		0.0000024637		6
нгшн		0.0000012319		3
нгшт		0.0000102655		25
ндгр		0.0001248283		304
нджв		0.0000012319		3
нджг		0.0000041062		10
нджш		0.0000020531		5
нджь		0.0000016425		4
ндзм		0.0000094442		23
ндкв		0.0000032850		8
ндкл		0.0000012319		3
ндкр		0.0000061593		15
ндлт		0.0000036956		9
ндль		0.0000036956		9
ндпр		0.0000127292		31
ндпс		0.0000012319		3
ндрж		0.0000012319		3
ндрй		0.0000045168		11
ндрк		0.0000012319		3
ндрь		0.0000143717		35
ндсб		0.0000981380		239
ндсв		0.0000032850		8
ндск		0.0027519704		6702
ндсм		0.0000049274		12
ндсп		0.0000410619		100
ндтл		0.0000020531		5
ндтм		0.0000028743		7
ндтр		0.0000250478		61
ндтс		0.0000032850		8
ндфл		0.0000049274		12
ндхь		0.0000016425		4
ндшп		0.0000607717		148
ндшт		0.0002952353		719
нжчк		0.0000065699		16
нздр		0.0002213238		539
нзхк		0.0000020531		5
нквд		0.0008401270		2046
нквт		0.0000016425		4
нкгб		0.0000106761		26
нкль		0.0000061593		15
нкмз		0.0000197097		48
нкмк		0.0000094442		23
нкпр		0.0000024637		6
нкпс		0.0000722690		176
нкпт		0.0000106761		26
нкрк		0.0000036956		9
нкрф		0.0000032850		8
нкск		0.0000656991		160
нкст		0.0000049274		12
нктн		0.0000012319		3
нктп		0.0002857910		696
нктр		0.0000016425		4
нктс		0.0000020531		5
нктъ		0.0000016425		4
нкхь		0.0000221734		54
нкцб		0.0000012319		3
нкшп		0.0000016425		4
нлгм		0.0000016425		4
нлмк		0.0000119080		29
нмкп		0.0000012319		3
ннкт		0.0000024637		6
нннн		0.0000024637		6
нннь		0.0000012319		3
ннпз		0.0000012319		3
ннпл		0.0000020531		5
ннск		0.0001235964		301
ннхк		0.0000045168		11
нпвп		0.0000020531		5
нпвт		0.0000012319		3
нппр		0.0000028743		7
нпрб		0.0000020531		5
нпрф		0.0000164248		40
нпск		0.0000012319		3
нпср		0.0000578973		141
нптр		0.0000053381		13
нрзб		0.0008692810		2117
нрлс		0.0000020531		5
нсбр		0.0000307964		75
нсгр		0.0000804814		196
нскл		0.0000016425		4
нскм		0.0000024637		6
нскн		0.0000160142		39
нскр		0.0003149450		767
нсль		0.0000016425		4
нспл		0.0000952637		232
нспр		0.0000078018		19
нспц		0.0000094442		23
нссп		0.0000061593		15
нств		0.0875210340		213144
нстк		0.0001075822		262
нстм		0.0000016425		4
нстр		0.0235194506		57278
нстх		0.0000053381		13
нсть		0.0000028743		7
нськ		0.0000041062		10
нтмк		0.0000377770		92
нтпл		0.0000028743		7
нтрб		0.0000160142		39
нтрв		0.0000053381		13
нтрг		0.0000078018		19
нтрд		0.0000205310		50
нтрк		0.0000180672		44
нтрм		0.0000607717		148
нтрн		0.0000964955		235
нтрп		0.0000238159		58
нтрр		0.0015463922		3766
нтрт		0.0001141522		278
нтрф		0.0000373664		91
нтрх		0.0000012319		3
нтск		0.0083372137		20304
нтсп		0.0000151929		37
нтст		0.0000024637		6
нттм		0.0000685734		167
нтхл		0.0000012319		3
нфкн		0.0000024637		6
нфск		0.0000406513		99
нфтл		0.0000053381		13
нфшт		0.0000020531		5
нхлп		0.0000016425		4
нцкл		0.0000242265		59
нцпл		0.0000817132		199
нцпр		0.0000024637		6
нцсв		0.0000020531		5
нцск		0.0000086230		21
нчск		0.0000082124		20
нштк		0.0000156035		38
нштр		0.0000180672		44
нъцз		0.0000147823		36
ньгй		0.0000024637		6
ньдж		0.0000016425		4
нькн		0.0000533805		130
ньск		0.0006627395		1614
ньть		0.0000012319		3
ньцз		0.0002032565		495
ньчж		0.0005871856		1430
пбтф		0.0000045168		11
пврд		0.0000016425		4
пврз		0.0000016425		4
пгрк		0.0000012319		3
пддн		0.0000110867		27
пдск		0.0000012319		3
пдтс		0.0000024637		6
пзрк		0.0000792495		193
пзсп		0.0000156035		38
пккн		0.0000012319		3
пклх		0.0000012319		3
пкмг		0.0000020531		5
пкпб		0.0000012319		3
пкрф		0.0000012319		3
пкср		0.0000028743		7
плрк		0.0000012319		3
пльз		0.0000078018		19
пльш		0.0000024637		6
пмсд		0.0000053381		13
пнжк		0.0000020531		5
пнпз		0.0000012319		3
пнтз		0.0000028743		7
ппкп		0.0000028743		7
ппкс		0.0000521486		127
